"_id","requests","concurrent_users","arrival_rate","response_time","data_payload","predicted_p_s","predicted_W","predicted_gamma","date","cycle"
"ObjectId(""60780f175e0fe5577e138312"")",20,5,864.9,5.781,158,0.0019198264198328778,57.9465697983927,4.095955716768501,"2021-04-15T10:01:59.090Z",1
"ObjectId(""60780f6a5e0fe5577e138316"")",1000,100,4830.82,20.7,158,0.0017223111975916074,407.779524172707,4.421597475580731,"2021-04-15T10:03:22.314Z",2
"ObjectId(""60780fbd5e0fe5577e13831a"")",400,50,7605,6.575,158,0.0017939460167079968,565.8392842984197,4.18197115554736,"2021-04-15T10:04:45.536Z",3
"ObjectId(""607810105e0fe5577e13831e"")",300,30,4254.17,7.052,158,0.0020099145229218055,228.2536609956557,4.184575403459478,"2021-04-15T10:06:08.912Z",4
"ObjectId(""607810645e0fe5577e138322"")",160,20,2956.01,6.766,158,0.002250207929925932,248.9418791093009,4.162387890071139,"2021-04-15T10:07:32.298Z",5
"ObjectId(""607810b75e0fe5577e138326"")",100,10,3235.93,3.09,158,0.0021561348558213627,227.59679621300552,3.9720212486280406,"2021-04-15T10:08:55.615Z",6
"ObjectId(""6078110a5e0fe5577e13832a"")",100,20,2424.24,8.25,158,0.0019708136827686767,130.850399517183,4.084689412532425,"2021-04-15T10:10:18.770Z",7
"ObjectId(""6078115e5e0fe5577e13832e"")",20,5,980.73,5.098,158,0.0012278525082303252,45.04450847080355,4.012985687309412,"2021-04-15T10:11:42.015Z",8
"ObjectId(""607811b15e0fe5577e138332"")",1000,100,7656.73,13.06,158,0.0017939460167079968,569.6881818890517,4.18197115554736,"2021-04-15T10:13:05.357Z",9
"ObjectId(""607812045e0fe5577e138336"")",400,50,4445.68,11.247,158,0.0020272886595653007,271.2164848192516,4.1318084075971075,"2021-04-15T10:14:28.489Z",10
"ObjectId(""607812575e0fe5577e13833a"")",300,30,3280.91,9.144,158,0.002306629135315045,171.36312849454782,4.136348895013677,"2021-04-15T10:15:51.870Z",11
"ObjectId(""607812aa5e0fe5577e13833e"")",160,20,3195.27,6.259,158,0.002175352135603677,239.2445575943695,4.013749496938064,"2021-04-15T10:17:14.919Z",12
"ObjectId(""607812fd5e0fe5577e138342"")",100,10,2180.69,4.586,158,0.0017004334162024305,148.366020788623,4.349484537614625,"2021-04-15T10:18:37.878Z",13
"ObjectId(""607813515e0fe5577e138346"")",100,20,2473.53,8.086,158,0.002179366928787831,211.84256145964272,4.022101221756002,"2021-04-15T10:20:01.075Z",14
"ObjectId(""607813a45e0fe5577e13834a"")",20,5,768.11,6.51,158,0.002151911799407312,45.81922868400045,3.859276107596229,"2021-04-15T10:21:24.041Z",15
"ObjectId(""607813f75e0fe5577e13834e"")",1000,100,7141.84,14.002,158,0.0017625378538724049,350.70465139473697,4.08002348106296,"2021-04-15T10:22:47.229Z",16
"ObjectId(""6078144a5e0fe5577e138352"")",400,50,4679.9,10.684,158,0.0020547456375829623,253.53000873326806,4.022959696712456,"2021-04-15T10:24:10.712Z",17
"ObjectId(""6078149e5e0fe5577e138356"")",300,30,4135.02,7.255,158,0.0016933832701248397,256.89971124420447,4.2755280860762745,"2021-04-15T10:25:34.108Z",18
"ObjectId(""607814f15e0fe5577e13835a"")",160,20,2907.87,6.878,158,0.0020906216387406914,223.37221332123454,4.367485064872957,"2021-04-15T10:26:57.293Z",19
"ObjectId(""607815445e0fe5577e13835e"")",100,10,1990.96,5.023,158,0.002011560161971336,87.38447437194309,3.9943533943141314,"2021-04-15T10:28:20.390Z",20
"ObjectId(""607815975e0fe5577e138362"")",100,20,4670.93,4.282,158,0.0020547456375829623,253.04406583313397,4.022959696712456,"2021-04-15T10:29:43.585Z",21
"ObjectId(""607815ea5e0fe5577e138366"")",20,5,639.49,7.819,158,0.0013204028852850515,37.06079920314767,4.03051975845011,"2021-04-15T10:31:06.792Z",22
