"_id","requests","concurrent_users","arrival_rate","response_time","data_payload","predicted_p_s","predicted_W","predicted_gamma","date","cycle"
"ObjectId(""60784e609c6003df188c575e"")",20,5,1255.26,3.983,158,0.0025695872322912816,63.714810945083016,3.9818516140981055,"2021-04-15T14:32:00.031Z",1
"ObjectId(""60784eb39c6003df188c5762"")",1000,100,7528.59,13.283,158,0.002102656920522837,196.13811530634587,3.245394174355535,"2021-04-15T14:33:23.520Z",2
"ObjectId(""60784f069c6003df188c5766"")",400,50,5506.15,9.081,158,0.00211543841366492,318.9745394738915,3.9833865871582033,"2021-04-15T14:34:46.830Z",3
"ObjectId(""60784f5a9c6003df188c576a"")",300,30,6045.46,4.962,158,0.002046860367425835,245.8303276381749,3.5914616604265506,"2021-04-15T14:36:10.143Z",4
"ObjectId(""60784fad9c6003df188c576e"")",160,20,3741.2,5.346,158,0.0021490420884175366,189.50676469948883,3.35708493197385,"2021-04-15T14:37:33.490Z",5
"ObjectId(""6078507c9c6003df188c5772"")",100,10,2918.43,3.426,158,0.0021604427069672532,167.46199024332546,4.10750256627521,"2021-04-15T14:41:00.416Z",6
"ObjectId(""607850cf9c6003df188c5776"")",100,20,2364.85,8.457,158,0.002099667093040363,103.95719608303321,3.4734057138041265,"2021-04-15T14:42:23.799Z",7
"ObjectId(""607851759c6003df188c577a"")",20,5,1228.12,4.071,158,0.002663528043039016,62.77991642724914,4.057928361512113,"2021-04-15T14:45:09.567Z",8
"ObjectId(""607851c89c6003df188c577e"")",1000,100,8706.63,11.486,158,0.0020916391693291438,457.01995672506735,4.084432004374016,"2021-04-15T14:46:32.925Z",9
"ObjectId(""6078521c9c6003df188c5782"")",400,50,6220.07,8.039,158,0.002046860367425835,252.93060346646598,3.5914616604265506,"2021-04-15T14:47:56.058Z",10
"ObjectId(""607852959c6003df188c5786"")",300,30,5990.77,5.008,158,0.0014396218970956875,282.2186317710476,2.9579015449059654,"2021-04-15T14:49:57.847Z",11
"ObjectId(""607852e99c6003df188c578a"")",160,20,5171.97,3.867,158,0.0020816741259932145,203.4475467171352,3.137747173757342,"2021-04-15T14:51:21.058Z",12
"ObjectId(""6078533c9c6003df188c578e"")",100,10,3862.2,2.589,158,0.0023132618442895303,230.74376745760114,4.021814794478639,"2021-04-15T14:52:44.165Z",13
"ObjectId(""607853d79c6003df188c5792"")",100,20,3871.77,5.166,158,0.0023132618442895303,231.3155187533833,4.021814794478639,"2021-04-15T14:55:19.734Z",14
"ObjectId(""6078542a9c6003df188c5796"")",20,5,1285.93,3.888,158,0.0023422766224429022,71.50167385872201,3.5558324988592176,"2021-04-15T14:56:42.860Z",15
"ObjectId(""6078547e9c6003df188c579a"")",1000,100,7642.75,13.084,158,0.002102656920522837,199.11226149352993,3.245394174355535,"2021-04-15T14:58:06.056Z",16
"ObjectId(""6078551f9c6003df188c579e"")",400,50,6465.69,7.733,158,0.0021217519400859846,276.65263389541514,3.8340176122851024,"2021-04-15T15:00:47.903Z",17
"ObjectId(""607855739c6003df188c57a2"")",300,30,6638.64,4.519,158,0.0021217519400859846,284.0527834590676,3.8340176122851024,"2021-04-15T15:02:11.117Z",18
"ObjectId(""607855c69c6003df188c57a6"")",160,20,3335.9,5.995,158,0.0021499837159299406,208.37956383406163,4.051355250959553,"2021-04-15T15:03:34.330Z",19
